age,diet,height,location,date,Class
30,,68,vallejo,2012-05-03,other
30,mostly anything,62,pacifica,2012-06-27,other
64,,67,palo alto,2012-06-30,other
27,,64,walnut creek,2012-06-25,other
40,mostly anything,73,stanford,2012-06-30,other
36,,71,oakland,2012-06-30,other
56,mostly vegetarian,72,san francisco,2012-06-30,other
33,,68,hayward,2012-02-18,other
24,strictly anything,68,san francisco,2012-06-30,other
40,mostly anything,66,san francisco,2012-06-30,other
30,,71,berkeley,2012-06-29,other
31,,68,san francisco,2011-12-25,other
47,,65,walnut creek,2012-01-09,other
30,strictly anything,63,san francisco,2012-06-28,stem
32,,64,san francisco,2011-08-21,other
26,,70,san francisco,2012-06-30,other
55,,58,san francisco,2012-06-27,other
33,mostly other,68,pleasant hill,2012-06-30,other
33,anything,70,alameda,2012-05-24,other
59,anything,72,burlingame,2012-06-30,other
33,,69,alameda,2012-06-29,other
49,,74,larkspur,2012-06-29,other
23,,66,san francisco,2012-05-23,other
39,,65,mill valley,2011-09-15,other
22,strictly anything,72,pleasant hill,2012-06-30,other
29,strictly anything,68,san francisco,2012-04-11,other
22,mostly anything,67,san francisco,2012-06-28,other
21,mostly other,73,hayward,2012-06-04,other
30,,66,san francisco,2012-06-30,other
20,mostly other,66,san francisco,2012-06-30,other
36,,69,oakland,2012-06-30,other
25,mostly anything,68,el cerrito,2012-06-29,other
35,,70,san francisco,2012-06-27,other
22,mostly vegetarian,68,berkeley,2012-06-29,other
29,anything,60,oakland,2012-06-30,other
25,mostly anything,70,san francisco,2012-04-23,other
29,strictly anything,69,san rafael,2011-12-28,other
26,strictly anything,77,oakland,2012-06-30,other
53,,66,novato,2012-06-29,other
27,,75,san francisco,2012-06-30,other
21,anything,70,vallejo,2012-04-04,other
36,mostly anything,67,san francisco,2012-06-30,stem
41,mostly anything,70,san mateo,2012-06-29,other
20,mostly anything,73,benicia,2012-02-02,other
45,mostly anything,64,richmond,2012-03-21,other
39,,69,san francisco,2012-06-30,other
28,strictly anything,68,san francisco,2012-06-30,stem
37,,69,san francisco,2012-06-30,other
39,,64,san francisco,2012-06-22,other
27,strictly anything,59,berkeley,2012-06-23,other
36,strictly anything,69,oakland,2012-06-30,other
26,,76,oakland,2012-04-28,stem
64,mostly other,64,san rafael,2012-06-22,other
24,mostly anything,76,san francisco,2012-06-30,other
52,,70,san francisco,2012-06-30,stem
32,anything,66,san leandro,2011-09-22,other
37,,67,san francisco,2012-06-30,other
25,mostly anything,70,san bruno,2012-06-29,other
42,mostly anything,69,alameda,2012-06-30,other
27,strictly other,64,san francisco,2012-06-30,other
20,mostly anything,66,hayward,2011-06-27,other
40,,68,san francisco,2012-06-30,other
27,anything,72,san francisco,2012-05-15,other
34,mostly anything,72,oakland,2012-06-26,other
21,mostly anything,71,berkeley,2012-05-27,other
41,,68,oakland,2012-05-24,other
34,mostly anything,74,san francisco,2012-06-27,stem
30,strictly anything,73,san francisco,2012-04-23,other
24,,72,san francisco,2012-03-25,other
25,,67,san francisco,2012-05-15,other
44,mostly kosher,69,mill valley,2012-03-17,other
25,mostly anything,69,san francisco,2012-06-30,other
40,anything,65,walnut creek,2012-06-30,other
29,strictly anything,65,san francisco,2012-06-29,other
28,other,74,castro valley,2012-06-29,other
45,mostly anything,72,martinez,2011-07-13,other
37,mostly anything,71,redwood city,2012-06-30,stem
30,mostly anything,65,san francisco,2012-06-26,other
28,mostly anything,75,san francisco,2012-06-30,stem
33,mostly anything,69,san francisco,2012-06-30,stem
32,,66,hayward,2012-06-22,other
58,,69,martinez,2012-06-23,other
30,mostly anything,67,san francisco,2012-06-25,other
31,mostly anything,71,castro valley,2012-05-10,stem
38,,70,atherton,2012-03-12,other
23,,62,san francisco,2012-06-29,other
53,anything,66,port costa,2012-06-30,other
43,,70,san francisco,2012-06-30,other
37,,68,san francisco,2012-06-27,other
33,,70,san francisco,2012-06-30,other
36,,67,san mateo,2012-06-30,other
35,,70,san mateo,2012-06-26,other
29,,36,san mateo,2012-06-30,other
33,,60,walnut creek,2012-06-30,other
25,anything,74,oakland,2012-06-29,stem
33,mostly anything,69,san francisco,2012-06-30,other
35,,72,san francisco,2012-06-30,other
43,,66,san francisco,2012-06-25,other
41,mostly anything,71,berkeley,2012-06-29,other
29,mostly anything,70,redwood city,2011-07-21,other
44,,70,oakland,2012-06-17,other
32,mostly anything,71,berkeley,2012-06-30,other
42,,73,san francisco,2012-06-30,stem
37,mostly vegetarian,60,san francisco,2012-05-28,stem
23,strictly anything,66,san francisco,2011-11-21,other
23,mostly anything,70,san francisco,2012-06-29,stem
27,,69,berkeley,2011-11-27,other
55,,67,san francisco,2012-06-27,other
25,,68,san francisco,2012-06-17,other
21,,70,san francisco,2012-06-30,other
29,mostly anything,78,oakland,2012-06-29,other
35,,71,san pablo,2012-06-30,other
26,vegan,62,berkeley,2012-06-30,other
48,mostly anything,66,san francisco,2012-06-29,other
34,vegetarian,69,oakland,2012-06-28,other
54,mostly vegetarian,64,san rafael,2012-06-28,other
45,,69,oakland,2012-06-20,other
52,,72,richmond,2012-06-30,stem
50,anything,69,menlo park,2012-06-30,other
23,mostly anything,67,san francisco,2012-06-30,other
48,,71,berkeley,2012-06-28,other
44,anything,72,oakland,2012-05-08,other
34,,68,pleasant hill,2012-06-30,other
29,,75,walnut creek,2012-06-27,other
52,anything,74,san francisco,2012-06-28,other
27,mostly anything,71,san francisco,2012-06-28,other
27,strictly other,73,san francisco,2012-06-28,stem
33,,74,san francisco,2012-06-29,other
44,,70,san francisco,2012-06-30,stem
34,,67,berkeley,2012-06-30,other
32,,74,san francisco,2012-06-10,other
40,anything,69,san francisco,2012-06-29,other
27,,69,san francisco,2012-02-21,stem
47,,72,san francisco,2012-06-30,other
28,,65,burlingame,2012-06-12,stem
33,,68,san francisco,2012-05-17,other
26,mostly anything,67,daly city,2012-06-07,other
20,mostly anything,71,san rafael,2012-06-29,other
36,,71,south san francisco,2012-06-28,other
26,anything,70,berkeley,2012-06-29,other
32,mostly vegetarian,68,san carlos,2012-06-30,stem
51,,72,sausalito,2012-04-14,stem
46,anything,71,san francisco,2012-06-29,other
33,,69,san francisco,2012-06-30,other
39,mostly anything,61,vallejo,2011-12-17,other
37,,67,palo alto,2012-06-25,other
26,mostly anything,62,san francisco,2012-05-18,other
27,mostly anything,73,san francisco,2012-06-29,stem
27,,62,alameda,2011-12-28,stem
38,mostly anything,74,san francisco,2012-06-30,other
24,mostly vegetarian,63,berkeley,2012-06-30,other
42,,65,san francisco,2012-06-13,other
62,mostly anything,66,san rafael,2012-06-28,other
33,mostly anything,76,san francisco,2012-06-11,stem
26,,65,half moon bay,2012-05-03,other
47,mostly anything,63,castro valley,2012-06-30,stem
62,,65,san mateo,2012-06-28,other
30,anything,70,oakland,2012-06-30,other
26,anything,60,san francisco,2011-10-17,stem
34,anything,73,san francisco,2011-11-20,stem
22,,66,san francisco,2012-06-30,stem
54,,61,burlingame,2012-06-30,other
46,,74,walnut creek,2012-06-20,other
50,anything,72,novato,2012-06-26,stem
43,mostly anything,69,palo alto,2012-06-30,stem
30,anything,74,oakland,2012-06-30,other
51,,67,san francisco,2012-06-22,other
27,,62,moraga,2012-04-30,other
32,strictly anything,66,alameda,2012-05-14,other
45,other,64,oakland,2012-06-30,other
24,,64,san francisco,2012-06-19,other
38,mostly anything,72,oakland,2012-06-30,other
57,,74,richmond,2012-06-26,other
26,,72,san francisco,2012-01-14,other
54,mostly anything,70,pacifica,2012-06-28,other
24,mostly anything,64,mountain view,2012-06-29,other
25,anything,62,san francisco,2012-06-03,other
30,anything,65,walnut creek,2012-03-19,other
27,,70,san mateo,2012-04-02,other
56,mostly anything,71,pleasant hill,2012-06-30,other
26,mostly anything,74,san francisco,2012-06-29,other
45,anything,62,burlingame,2012-06-27,other
59,,70,berkeley,2012-06-09,other
27,,74,san francisco,2012-06-16,other
38,,62,san francisco,2012-02-29,other
23,mostly anything,71,san francisco,2012-06-27,stem
38,anything,73,alameda,2012-06-30,other
26,mostly anything,70,san francisco,2012-06-26,other
31,anything,63,san francisco,2012-06-28,other
25,mostly other,73,san francisco,2012-06-28,other
44,,72,south san francisco,2012-06-29,other
44,,66,palo alto,2011-12-22,other
26,mostly anything,67,alameda,2012-06-30,other
32,,68,oakland,2012-02-04,other
32,,70,san francisco,2012-06-15,other
34,mostly anything,73,oakland,2012-02-03,stem
42,,70,richmond,2012-05-01,other
40,strictly anything,72,menlo park,2012-06-18,other
38,,71,san bruno,2011-08-02,other
26,strictly anything,71,san francisco,2012-06-30,other
42,mostly anything,66,albany,2012-06-19,other
24,mostly vegetarian,65,san francisco,2012-06-29,other
25,mostly vegetarian,78,berkeley,2012-06-30,other
42,,72,san francisco,2012-06-29,other
30,,76,oakland,2012-06-28,other
28,,72,san francisco,2012-06-19,other
29,anything,67,san francisco,2012-06-16,other
25,mostly anything,73,san francisco,2012-06-30,other
54,mostly vegetarian,71,menlo park,2012-06-30,other
50,,70,san francisco,2012-06-28,other
24,,66,san francisco,2012-06-25,other
23,mostly anything,62,san francisco,2012-06-28,other
25,mostly anything,63,san leandro,2012-02-06,other
20,,71,burlingame,2012-06-30,other
34,mostly anything,71,san francisco,2012-06-27,other
40,mostly anything,64,san francisco,2012-06-30,other
28,strictly anything,71,san francisco,2012-06-17,stem
34,,71,emeryville,2012-06-27,other
57,strictly vegetarian,64,san mateo,2012-02-20,other
26,,72,berkeley,2012-06-24,other
27,anything,70,san lorenzo,2012-06-27,other
34,,68,san francisco,2012-05-24,other
50,,67,san francisco,2011-08-29,other
26,strictly anything,70,mountain view,2011-10-19,stem
35,,75,oakland,2012-06-30,other
20,mostly anything,72,albany,2012-06-28,other
40,,77,san francisco,2012-06-30,stem
25,anything,65,san francisco,2012-06-27,other
31,strictly anything,69,san francisco,2012-04-30,other
20,mostly anything,64,san francisco,2012-06-30,other
32,,63,san francisco,2012-06-30,other
46,,64,mill valley,2012-06-29,other
26,anything,76,san francisco,2012-06-24,other
24,,69,san francisco,2012-05-15,stem
24,mostly anything,69,san mateo,2012-06-28,other
25,,73,san francisco,2012-06-23,other
26,,69,san francisco,2012-06-27,stem
30,mostly anything,72,berkeley,2012-06-20,other
28,anything,72,san francisco,2012-06-27,stem
27,,65,san francisco,2012-03-12,stem
34,,71,palo alto,2012-06-30,stem
31,,66,san francisco,2012-06-30,other
39,mostly vegetarian,74,oakland,2011-12-20,other
40,other,63,berkeley,2012-06-18,other
28,mostly anything,64,san francisco,2012-06-30,stem
37,,72,san francisco,2012-06-29,other
21,,68,berkeley,2011-06-27,other
33,anything,72,san francisco,2012-05-13,stem
49,,69,san francisco,2011-10-26,other
23,anything,76,emeryville,2012-06-24,other
30,,68,san francisco,2012-06-30,other
25,,74,san francisco,2012-06-30,other
28,mostly anything,69,richmond,2012-06-25,other
51,,67,pleasant hill,2011-11-02,other
21,,73,san francisco,2012-06-22,other
28,,63,oakland,2012-06-28,other
40,strictly anything,69,san francisco,2012-06-22,other
23,strictly anything,72,nicasio,2012-06-01,other
24,mostly vegan,77,oakland,2012-06-30,other
48,mostly anything,66,san francisco,2011-12-12,other
25,anything,66,pacifica,2012-06-25,other
43,,59,hercules,2011-09-05,stem
36,strictly anything,70,san francisco,2012-06-30,other
38,,70,belmont,2012-06-12,other
25,,69,san francisco,2012-06-30,stem
46,,76,san mateo,2012-06-28,other
66,mostly anything,72,lafayette,2012-06-16,other
30,mostly anything,65,san francisco,2012-06-30,stem
31,mostly anything,72,oakland,2012-06-29,stem
35,mostly anything,63,san francisco,2012-06-27,other
33,vegetarian,68,san francisco,2012-06-30,other
29,mostly anything,70,san francisco,2012-06-30,other
28,,65,daly city,2012-06-29,other
57,mostly anything,60,vallejo,2012-05-01,other
23,mostly anything,62,san francisco,2012-02-11,other
33,mostly vegan,71,emeryville,2012-06-30,other
24,mostly anything,62,oakland,2012-06-30,other
25,mostly anything,66,san francisco,2012-06-30,other
36,mostly anything,69,lafayette,2012-05-13,other
29,strictly anything,68,san francisco,2012-06-30,stem
24,mostly anything,59,palo alto,2012-06-30,other
43,mostly anything,75,san francisco,2012-06-30,other
60,mostly other,73,san francisco,2012-06-29,stem
31,,71,san francisco,2011-09-12,other
26,,68,fremont,2012-06-05,other
36,,68,san francisco,2011-10-07,other
31,mostly anything,76,san francisco,2012-06-29,stem
28,mostly anything,67,san francisco,2012-06-30,other
35,mostly vegetarian,71,berkeley,2012-06-30,other
25,strictly vegetarian,70,berkeley,2012-06-17,stem
43,strictly anything,65,daly city,2012-04-04,other
31,,65,san francisco,2012-06-26,other
43,strictly anything,68,san francisco,2012-06-24,other
31,,72,san francisco,2012-06-17,other
32,strictly vegetarian,70,san francisco,2012-06-30,stem
40,,64,vallejo,2012-06-26,other
29,,70,san francisco,2012-03-11,stem
22,,71,san francisco,2012-04-18,other
41,,71,oakland,2012-06-30,other
27,mostly anything,67,oakland,2012-06-30,stem
26,,68,san francisco,2012-06-26,other
28,,71,walnut creek,2012-06-30,other
21,,70,south san francisco,2012-06-30,other
44,,61,san francisco,2012-06-28,stem
22,mostly anything,63,san francisco,2012-06-29,other
24,strictly anything,65,san francisco,2012-06-08,other
44,mostly anything,64,palo alto,2012-06-30,other
27,strictly anything,68,san francisco,2012-06-30,stem
36,,66,pacifica,2012-05-15,other
46,,65,san francisco,2012-06-30,other
61,mostly anything,62,san mateo,2012-06-28,other
26,mostly anything,60,san mateo,2011-12-12,other
27,mostly anything,68,vallejo,2012-06-30,other
22,anything,63,san francisco,2012-06-27,other
22,mostly vegetarian,71,oakland,2012-06-30,other
32,,69,palo alto,2012-03-26,other
26,strictly anything,68,san francisco,2012-06-30,stem
42,mostly anything,70,castro valley,2012-06-30,other
46,mostly vegetarian,64,san francisco,2012-05-27,other
32,,64,redwood city,2012-06-29,stem
21,mostly anything,69,walnut creek,2012-06-28,other
42,,68,novato,2011-09-21,stem
49,,69,san francisco,2012-06-19,other
28,,68,oakland,2012-06-30,stem
36,,68,oakland,2012-06-30,other
48,,74,larkspur,2012-06-27,other
52,,71,san francisco,2011-08-26,other
36,mostly anything,63,san francisco,2012-06-30,other
35,mostly anything,65,san francisco,2012-06-29,other
22,anything,61,walnut creek,2012-06-29,other
35,mostly anything,68,san francisco,2012-06-28,other
31,,65,south san francisco,2012-06-27,other
30,,70,oakland,2011-10-02,other
57,mostly anything,64,novato,2012-05-11,other
28,,65,san francisco,2012-06-30,other
28,mostly anything,67,mountain view,2012-06-30,other
52,,66,san francisco,2012-06-29,other
32,,64,berkeley,2012-05-10,other
32,,68,oakland,2012-06-26,other
53,mostly anything,65,san francisco,2012-06-30,other
25,,62,berkeley,2012-06-26,other
27,,64,daly city,2011-09-22,other
34,strictly anything,73,oakland,2012-06-29,other
21,mostly vegetarian,67,san francisco,2012-06-30,other
39,,70,san francisco,2012-01-05,other
29,mostly anything,71,san francisco,2012-06-21,stem
50,anything,75,san francisco,2012-06-30,other
36,anything,63,san francisco,2012-06-30,other
43,,71,berkeley,2012-06-27,stem
29,strictly anything,74,redwood city,2012-06-21,stem
38,,65,montara,2011-08-01,other
22,,63,san bruno,2012-06-29,other
51,,73,palo alto,2012-06-30,stem
26,,70,san francisco,2012-06-26,stem
30,,75,san francisco,2011-07-27,other
36,,69,san francisco,2012-06-20,stem
60,,64,san mateo,2011-09-12,other
52,mostly anything,68,martinez,2012-06-27,other
24,,66,burlingame,2012-06-30,other
44,mostly other,66,san francisco,2012-06-30,other
45,mostly anything,63,san francisco,2012-06-30,other
35,anything,72,palo alto,2012-06-26,stem
25,mostly vegetarian,63,san francisco,2012-06-28,other
33,mostly anything,68,san francisco,2012-06-30,stem
26,mostly anything,72,oakland,2012-06-30,other
30,mostly anything,72,san francisco,2012-06-30,stem
43,,69,oakland,2012-06-28,other
53,,64,berkeley,2012-06-18,other
30,,65,san francisco,2012-06-28,other
28,mostly anything,73,san francisco,2012-06-30,stem
28,strictly anything,73,san leandro,2011-07-02,other
26,mostly anything,62,san francisco,2012-06-30,other
30,,69,oakland,2012-01-13,other
24,mostly anything,75,san francisco,2012-06-07,other
22,mostly anything,64,pinole,2012-06-02,other
31,anything,65,san francisco,2012-06-21,other
21,,62,san bruno,2011-07-03,other
26,mostly anything,69,daly city,2012-06-25,other
28,strictly anything,71,berkeley,2012-03-23,other
50,,76,berkeley,2011-07-25,other
32,mostly anything,77,berkeley,2012-06-30,other
52,mostly anything,73,kentfield,2012-06-24,stem
25,mostly anything,71,san mateo,2012-06-30,other
37,,74,oakland,2012-06-30,other
40,,69,san francisco,2012-06-19,other
62,mostly vegetarian,64,richmond,2012-06-30,other
27,mostly anything,63,san francisco,2011-12-04,other
23,,72,san francisco,2012-06-30,other
23,strictly vegetarian,62,berkeley,2012-05-29,other
27,,64,san francisco,2012-05-10,other
24,,71,sausalito,2012-06-21,other
43,mostly kosher,67,san francisco,2012-05-25,other
35,,70,san francisco,2012-05-30,other
27,strictly anything,66,san francisco,2012-06-30,other
48,mostly vegetarian,72,san francisco,2012-06-30,other
22,,70,pleasant hill,2012-06-29,other
39,mostly anything,63,san francisco,2012-06-28,other
25,,68,mill valley,2011-07-28,other
38,mostly anything,64,san francisco,2012-06-30,other
24,,74,san francisco,2012-06-25,other
28,,69,san francisco,2012-06-29,other
40,,66,hillsborough,2012-06-30,other
26,mostly anything,70,san francisco,2011-10-23,other
21,mostly vegetarian,61,san francisco,2012-06-30,other
30,,71,santa cruz,2012-06-29,other
42,,74,oakland,2012-06-30,other
44,,67,san francisco,2012-06-13,other
28,mostly anything,68,san francisco,2012-06-30,stem
21,vegetarian,63,san francisco,2012-05-21,other
31,,67,san francisco,2012-06-24,other
25,,63,san francisco,2012-06-29,other
41,,71,san carlos,2012-06-28,stem
30,strictly vegetarian,65,oakland,2012-06-30,other
53,,62,pleasant hill,2012-06-29,stem
49,,68,san francisco,2012-06-30,other
40,mostly vegetarian,63,berkeley,2012-06-30,other
26,strictly anything,70,san francisco,2012-06-14,other
23,,71,san francisco,2012-06-25,stem
36,,70,san francisco,2012-06-29,stem
40,vegetarian,71,san francisco,2012-04-26,stem
28,anything,66,san pablo,2012-06-30,other
31,mostly anything,75,san francisco,2012-03-30,stem
31,mostly anything,72,alameda,2012-06-30,stem
30,anything,68,san francisco,2012-05-21,stem
48,kosher,66,oakland,2012-06-30,other
31,anything,70,redwood city,2012-06-30,stem
33,mostly anything,70,south san francisco,2012-06-13,other
45,,67,pleasant hill,2011-10-12,other
31,mostly anything,69,oakland,2012-06-29,other
39,,73,san francisco,2012-01-08,other
26,,72,san francisco,2011-11-06,other
34,,65,san francisco,2012-06-30,other
64,mostly vegan,69,albany,2012-06-30,other
37,strictly anything,70,san francisco,2012-06-27,other
33,mostly anything,64,pleasant hill,2012-06-30,other
43,mostly anything,68,san mateo,2012-06-27,stem
32,,70,san francisco,2012-06-02,other
24,,67,san francisco,2012-04-25,other
35,,68,san francisco,2012-06-24,other
34,mostly anything,74,san francisco,2012-04-24,other
30,,70,san francisco,2012-06-29,other
41,strictly anything,71,san francisco,2012-06-29,other
40,mostly anything,73,redwood city,2012-05-19,other
36,,75,san francisco,2012-06-30,other
46,anything,69,alameda,2012-06-29,other
25,mostly anything,66,san francisco,2012-06-17,other
45,strictly vegetarian,70,san francisco,2012-06-30,other
23,mostly anything,67,oakland,2011-11-15,other
47,,62,martinez,2012-05-22,other
40,,63,san francisco,2011-11-26,other
27,,66,hayward,2012-01-08,other
21,,64,oakland,2011-10-01,other
28,,68,walnut creek,2012-06-26,other
28,,65,menlo park,2012-06-29,other
28,,66,san francisco,2012-06-05,other
43,,64,san francisco,2011-12-06,other
30,mostly vegetarian,69,san francisco,2012-06-30,other
33,mostly anything,64,oakland,2012-05-21,stem
40,,69,palo alto,2012-06-29,stem
29,mostly anything,66,san francisco,2012-06-16,other
43,,66,san francisco,2012-06-08,other
30,,62,san francisco,2012-03-13,other
23,mostly vegetarian,71,san francisco,2012-06-15,other
39,,65,san francisco,2012-06-30,other
45,,66,martinez,2012-04-01,other
27,mostly anything,66,daly city,2012-06-29,other
36,,66,larkspur,2012-06-18,other
25,,63,berkeley,2012-05-28,other
47,mostly anything,68,richmond,2012-06-30,other
46,anything,66,berkeley,2012-06-30,other
24,mostly anything,60,berkeley,2012-06-30,other
31,strictly anything,65,san francisco,2012-06-30,other
31,mostly anything,64,san francisco,2012-06-29,other
33,mostly anything,69,san francisco,2012-06-27,other
58,,67,oakland,2012-06-18,other
49,,70,san francisco,2012-06-30,stem
30,,65,san francisco,2012-05-14,other
22,strictly anything,67,menlo park,2012-06-30,other
43,mostly vegetarian,63,san francisco,2012-06-30,stem
64,,66,mill valley,2012-06-11,other
33,mostly vegetarian,67,san francisco,2012-06-30,other
27,mostly anything,65,oakland,2012-06-30,other
45,,69,san francisco,2012-06-30,other
56,mostly vegetarian,65,san francisco,2012-02-12,other
34,,64,oakland,2012-06-19,other
40,mostly vegetarian,68,berkeley,2012-06-29,stem
36,mostly anything,73,san francisco,2012-06-30,other
27,mostly anything,68,oakland,2012-06-28,other
34,mostly anything,69,palo alto,2012-06-30,other
44,,63,el sobrante,2011-07-05,other
21,mostly anything,64,hayward,2012-06-30,other
26,,70,san francisco,2012-02-23,other
35,,66,san francisco,2012-04-08,other
36,mostly anything,76,san francisco,2012-06-29,other
40,strictly anything,70,san francisco,2012-06-14,other
35,,66,san francisco,2012-06-30,other
27,mostly anything,65,san francisco,2012-06-30,other
22,mostly anything,76,novato,2012-06-26,other
64,anything,66,vallejo,2012-06-14,other
24,anything,65,san francisco,2012-06-01,other
33,strictly anything,69,san francisco,2012-06-30,other
30,mostly anything,68,san francisco,2012-06-23,other
25,mostly anything,68,berkeley,2012-03-05,other
41,mostly anything,61,oakland,2012-06-30,other
22,,61,oakland,2011-07-28,other
23,,71,millbrae,2012-03-01,other
28,,72,south san francisco,2012-03-21,other
41,mostly anything,54,redwood city,2012-06-19,other
24,,70,san francisco,2012-04-08,other
20,mostly vegetarian,72,san francisco,2012-06-30,other
24,mostly anything,63,san francisco,2011-12-18,other
28,,68,south san francisco,2012-06-28,stem
35,mostly vegetarian,76,oakland,2012-03-16,other
54,,71,burlingame,2012-05-19,other
51,,70,redwood city,2012-06-29,other
26,anything,67,san francisco,2012-06-27,other
24,,66,hayward,2012-06-29,other
22,,64,san francisco,2012-06-25,other
56,mostly anything,67,ross,2012-02-01,other
33,,64,san francisco,2012-06-28,other
28,anything,72,san francisco,2012-06-12,other
26,strictly vegetarian,68,san mateo,2012-06-30,other
28,,64,san francisco,2012-06-29,other
32,strictly kosher,68,berkeley,2011-09-25,other
29,anything,70,stanford,2012-06-30,other
25,vegetarian,62,san francisco,2012-06-30,other
43,,72,oakland,2012-01-20,other
26,,67,martinez,2012-06-20,other
31,strictly anything,67,oakland,2012-05-09,other
36,mostly anything,65,san francisco,2012-06-19,other
43,mostly anything,67,san francisco,2012-06-30,other
30,mostly anything,72,emeryville,2012-02-07,other
25,,68,san francisco,2012-06-30,other
30,mostly vegetarian,69,oakland,2012-06-24,other
24,,69,palo alto,2012-06-30,stem
34,,67,san francisco,2012-06-25,other
33,mostly anything,69,mountain view,2012-06-30,stem
33,,76,san francisco,2012-06-09,stem
49,mostly anything,67,palo alto,2012-06-29,other
21,mostly anything,73,san francisco,2012-06-29,other
34,,74,oakland,2012-01-02,stem
34,,68,san francisco,2012-06-30,other
25,,72,san francisco,2012-04-27,other
54,mostly anything,69,san francisco,2012-06-30,stem
27,,73,san francisco,2012-06-30,other
19,,64,albany,2012-06-28,other
24,,65,berkeley,2011-12-18,other
40,mostly vegetarian,68,san francisco,2012-04-15,other
23,mostly vegetarian,73,san francisco,2012-03-17,other
23,strictly anything,68,hayward,2012-06-30,other
27,,64,san francisco,2011-10-27,other
38,mostly anything,67,richmond,2012-06-30,other
46,vegetarian,63,san francisco,2012-06-30,other
27,,70,san francisco,2012-02-10,stem
23,,65,oakland,2012-06-30,other
28,,68,san francisco,2012-05-02,other
25,mostly halal,72,san francisco,2012-01-05,other
42,mostly anything,66,oakland,2012-06-30,other
56,mostly vegetarian,71,richmond,2012-06-30,stem
40,mostly other,73,oakland,2012-04-07,other
28,mostly vegetarian,67,san francisco,2012-06-30,other
20,mostly vegetarian,72,san francisco,2012-06-13,other
30,,67,san francisco,2012-06-30,other
34,,71,san francisco,2011-10-14,other
21,,70,berkeley,2012-06-28,other
25,mostly anything,73,san francisco,2012-06-30,other
32,mostly anything,70,san francisco,2012-06-29,other
39,mostly anything,76,hayward,2012-06-30,stem
26,strictly other,72,san mateo,2011-10-23,stem
24,,72,san francisco,2012-06-30,other
48,,67,san carlos,2012-06-30,other
38,mostly anything,66,palo alto,2012-06-24,stem
30,,69,san francisco,2012-04-10,other
24,,67,oakland,2012-05-14,other
26,strictly other,67,novato,2012-06-30,other
25,vegetarian,67,san francisco,2012-06-30,other
27,,68,san francisco,2012-06-30,other
25,mostly anything,74,oakland,2012-06-30,other
29,,74,san francisco,2012-04-09,other
28,,74,san francisco,2012-06-27,other
29,strictly vegetarian,68,san francisco,2012-06-30,other
37,,71,san francisco,2012-06-25,other
22,mostly other,67,oakland,2012-01-23,other
21,,72,hayward,2011-11-07,other
26,mostly vegetarian,67,berkeley,2012-06-30,other
19,,68,emeryville,2012-03-30,other
30,,73,san francisco,2012-06-30,other
22,anything,74,san francisco,2011-12-31,other
24,anything,72,san francisco,2011-08-14,other
46,anything,70,san francisco,2012-06-08,other
37,,72,oakland,2011-07-30,other
27,,62,walnut creek,2012-02-03,other
40,mostly vegetarian,66,san francisco,2012-06-20,other
34,,62,san francisco,2012-04-16,other
39,,69,san francisco,2012-06-29,other
35,mostly anything,72,oakland,2012-06-26,other
29,mostly vegan,68,san francisco,2012-06-30,stem
36,mostly anything,64,san francisco,2012-02-25,stem
21,mostly other,68,san francisco,2012-06-30,other
26,mostly other,68,san francisco,2012-05-20,other
29,mostly other,71,san francisco,2012-06-27,other
22,strictly anything,76,berkeley,2012-06-30,other
54,mostly anything,75,vallejo,2012-06-30,other
29,mostly anything,74,san francisco,2012-01-10,other
47,,69,san francisco,2012-06-30,other
62,strictly vegetarian,64,san francisco,2012-05-24,other
35,,69,oakland,2012-06-12,other
50,anything,61,berkeley,2012-06-28,other
19,,67,san francisco,2012-06-14,other
31,mostly anything,71,san francisco,2012-06-28,other
24,,70,san francisco,2012-06-30,stem
41,anything,64,san francisco,2012-06-28,other
34,mostly anything,67,south san francisco,2012-06-30,other
27,mostly anything,62,san francisco,2011-08-05,other
22,mostly anything,72,san francisco,2012-06-30,other
27,mostly other,69,san francisco,2012-06-28,other
42,mostly vegetarian,68,san anselmo,2012-06-30,other
45,mostly anything,65,pleasant hill,2012-06-26,other
35,mostly vegetarian,66,sausalito,2012-06-15,other
44,,62,san francisco,2011-12-26,other
40,,62,oakland,2012-06-29,other
40,,76,san francisco,2012-01-09,other
40,mostly anything,68,oakland,2012-05-30,other
35,,67,san francisco,2012-06-30,other
30,,66,san francisco,2012-04-30,other
42,mostly anything,63,san francisco,2012-06-11,other
26,mostly anything,69,san francisco,2012-06-23,other
24,mostly anything,67,palo alto,2012-05-29,other
35,anything,72,san francisco,2012-06-13,stem
57,,66,mill valley,2012-06-25,other
23,,64,novato,2012-06-15,other
28,mostly anything,73,berkeley,2012-03-14,other
31,mostly anything,66,oakland,2012-06-28,other
37,mostly anything,66,oakland,2012-06-30,other
23,,63,richmond,2011-12-13,other
26,anything,67,san francisco,2012-06-30,stem
34,,68,san francisco,2012-06-30,other
27,mostly anything,71,san francisco,2012-01-12,stem
25,mostly vegetarian,66,berkeley,2012-06-30,other
45,,67,san francisco,2012-06-30,stem
34,,69,san francisco,2012-06-27,other
30,,72,san mateo,2012-06-30,other
33,,65,oakland,2012-06-30,other
55,,75,hayward,2011-11-02,other
